ResponseId,Dur,Age,Country,Gender,Socialmedia,Selfietaking,StimGender,Tilt,Distance,Eyes,Boring,Funny,Ironic,Serious,Ugly
R_29icaQiDGTGrj6z,103,25,USA,Male,"Facebook,Twitter,Instagram,Snapchat",Once a week,Female,Tilted,Far,Side,3,4,5,4,3
R_29icaQiDGTGrj6z,103,25,USA,Male,"Facebook,Twitter,Instagram,Snapchat",Once a week,Female,Level,Far,Direct,4,5,3,4,3
R_29icaQiDGTGrj6z,103,25,USA,Male,"Facebook,Twitter,Instagram,Snapchat",Once a week,Female,Level,Far,Side,3,4,2,3,4
R_29icaQiDGTGrj6z,103,25,USA,Male,"Facebook,Twitter,Instagram,Snapchat",Once a week,Male,Tilted,Near,Direct,3,4,2,4,3
R_29icaQiDGTGrj6z,103,25,USA,Male,"Facebook,Twitter,Instagram,Snapchat",Once a week,Male,Tilted,Near,Side,2,3,4,5,2
R_29icaQiDGTGrj6z,103,25,USA,Male,"Facebook,Twitter,Instagram,Snapchat",Once a week,Male,Level,Near,Direct,3,4,3,4,5
R_29icaQiDGTGrj6z,103,25,USA,Male,"Facebook,Twitter,Instagram,Snapchat",Once a week,Male,Level,Far,Side,3,3,4,5,3
R_29icaQiDGTGrj6z,103,25,USA,Male,"Facebook,Twitter,Instagram,Snapchat",Once a week,Male,Level,Near,Side,NA,4,2,4,2
R_29icaQiDGTGrj6z,103,25,USA,Male,"Facebook,Twitter,Instagram,Snapchat",Once a week,Male,Level,Far,Direct,4,2,4,3,4
R_29icaQiDGTGrj6z,103,25,USA,Male,"Facebook,Twitter,Instagram,Snapchat",Once a week,Male,Tilted,Far,Side,5,4,2,4,3
R_29icaQiDGTGrj6z,103,25,USA,Male,"Facebook,Twitter,Instagram,Snapchat",Once a week,Male,Tilted,Far,Direct,4,3,3,2,2
R_29ujkMkiKDIVj94,793,22,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Less than once a week,Female,Tilted,Near,Direct,4,4,2,2,4
R_29ujkMkiKDIVj94,793,22,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Less than once a week,Female,Tilted,Near,Side,1,4,2,2,4
R_29ujkMkiKDIVj94,793,22,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Less than once a week,Female,Level,Near,Side,4,2,4,2,2
R_29ujkMkiKDIVj94,793,22,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Less than once a week,Female,Level,Near,Direct,4,1,3,5,4
R_29ujkMkiKDIVj94,793,22,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Less than once a week,Female,Tilted,Far,Direct,2,2,5,3,2
R_29ujkMkiKDIVj94,793,22,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Less than once a week,Female,Tilted,Far,Side,2,4,2,4,4
R_29ujkMkiKDIVj94,793,22,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Less than once a week,Female,Level,Far,Direct,1,2,4,2,2
R_29ujkMkiKDIVj94,793,22,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Less than once a week,Female,Level,Far,Side,2,2,5,2,2
R_29ujkMkiKDIVj94,793,22,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Less than once a week,Male,Tilted,Near,Direct,4,4,2,2,4
R_29ujkMkiKDIVj94,793,22,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Less than once a week,Male,Tilted,Near,Side,2,5,4,2,5
R_29ujkMkiKDIVj94,793,22,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Less than once a week,Male,Level,Near,Direct,4,2,4,2,2
R_29ujkMkiKDIVj94,793,22,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Less than once a week,Male,Level,Far,Side,4,2,4,4,2
R_29ujkMkiKDIVj94,793,22,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Less than once a week,Male,Level,Near,Side,4,2,2,2,4
R_29ujkMkiKDIVj94,793,22,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Less than once a week,Male,Level,Far,Direct,2,2,4,2,2
R_29ujkMkiKDIVj94,793,22,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Less than once a week,Male,Tilted,Far,Side,4,2,2,2,4
R_29ujkMkiKDIVj94,793,22,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Less than once a week,Male,Tilted,Far,Direct,2,5,4,2,5
R_2ALtXuQ76UOth9h,298,25,United States of America,Male,"Twitter,Tumblr,Instagram",Less than once a week,Female,Tilted,Near,Direct,2,2,1,4,5
R_2ALtXuQ76UOth9h,298,25,United States of America,Male,"Twitter,Tumblr,Instagram",Less than once a week,Female,Tilted,Near,Side,1,2,1,1,5
R_2ALtXuQ76UOth9h,298,25,United States of America,Male,"Twitter,Tumblr,Instagram",Less than once a week,Female,Level,Near,Side,4,2,1,2,2
R_2ALtXuQ76UOth9h,298,25,United States of America,Male,"Twitter,Tumblr,Instagram",Less than once a week,Female,Level,Near,Direct,5,2,1,4,2
R_2ALtXuQ76UOth9h,298,25,United States of America,Male,"Twitter,Tumblr,Instagram",Less than once a week,Female,Tilted,Far,Direct,2,2,1,3,4
R_2ALtXuQ76UOth9h,298,25,United States of America,Male,"Twitter,Tumblr,Instagram",Less than once a week,Female,Tilted,Far,Side,2,2,1,1,4
R_2ALtXuQ76UOth9h,298,25,United States of America,Male,"Twitter,Tumblr,Instagram",Less than once a week,Female,Level,Far,Direct,4,2,1,2,2
R_2ALtXuQ76UOth9h,298,25,United States of America,Male,"Twitter,Tumblr,Instagram",Less than once a week,Female,Level,Far,Side,2,1,1,2,1
R_2ALtXuQ76UOth9h,298,25,United States of America,Male,"Twitter,Tumblr,Instagram",Less than once a week,Male,Tilted,Near,Direct,2,3,2,1,5
R_2ALtXuQ76UOth9h,298,25,United States of America,Male,"Twitter,Tumblr,Instagram",Less than once a week,Male,Tilted,Near,Side,2,4,2,1,4
R_2ALtXuQ76UOth9h,298,25,United States of America,Male,"Twitter,Tumblr,Instagram",Less than once a week,Male,Level,Near,Direct,4,1,2,2,2
R_2ALtXuQ76UOth9h,298,25,United States of America,Male,"Twitter,Tumblr,Instagram",Less than once a week,Male,Level,Far,Side,2,2,1,2,2
R_2ALtXuQ76UOth9h,298,25,United States of America,Male,"Twitter,Tumblr,Instagram",Less than once a week,Male,Level,Near,Side,2,1,1,2,2
R_2ALtXuQ76UOth9h,298,25,United States of America,Male,"Twitter,Tumblr,Instagram",Less than once a week,Male,Level,Far,Direct,4,1,1,2,2
R_2ALtXuQ76UOth9h,298,25,United States of America,Male,"Twitter,Tumblr,Instagram",Less than once a week,Male,Tilted,Far,Side,4,1,2,1,4
R_2ALtXuQ76UOth9h,298,25,United States of America,Male,"Twitter,Tumblr,Instagram",Less than once a week,Male,Tilted,Far,Direct,4,1,1,2,5
R_2aQ6TQP0KEc94jW,453,18,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",At least once a day,Female,Tilted,Near,Direct,2,5,3,3,5
R_2aQ6TQP0KEc94jW,453,18,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",At least once a day,Female,Tilted,Near,Side,1,5,2,1,5
R_2aQ6TQP0KEc94jW,453,18,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",At least once a day,Female,Level,Near,Side,5,4,1,2,5
R_2aQ6TQP0KEc94jW,453,18,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",At least once a day,Female,Level,Near,Direct,2,4,2,2,4
R_2aQ6TQP0KEc94jW,453,18,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",At least once a day,Female,Tilted,Far,Direct,4,4,1,2,5
R_2aQ6TQP0KEc94jW,453,18,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",At least once a day,Female,Tilted,Far,Side,4,5,4,1,4
R_2aQ6TQP0KEc94jW,453,18,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",At least once a day,Female,Level,Far,Direct,4,1,4,4,1
R_2aQ6TQP0KEc94jW,453,18,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",At least once a day,Female,Level,Far,Side,5,4,2,4,2
R_2aQ6TQP0KEc94jW,453,18,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",At least once a day,Male,Tilted,Near,Direct,1,5,2,1,5
R_2aQ6TQP0KEc94jW,453,18,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",At least once a day,Male,Tilted,Near,Side,2,5,2,1,5
R_2aQ6TQP0KEc94jW,453,18,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",At least once a day,Male,Level,Near,Direct,4,2,3,4,1
R_2aQ6TQP0KEc94jW,453,18,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",At least once a day,Male,Level,Far,Side,4,4,4,2,2
R_2aQ6TQP0KEc94jW,453,18,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",At least once a day,Male,Level,Near,Side,4,5,2,2,4
R_2aQ6TQP0KEc94jW,453,18,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",At least once a day,Male,Level,Far,Direct,4,1,3,4,1
R_2aQ6TQP0KEc94jW,453,18,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",At least once a day,Male,Tilted,Far,Side,2,5,2,1,5
R_2aQ6TQP0KEc94jW,453,18,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",At least once a day,Male,Tilted,Far,Direct,1,5,1,1,5
R_2BzgBW9Smd1WgqE,623,26,US,Male,Facebook,Several times a week,Female,Tilted,Near,Direct,2,2,2,2,2
R_2BzgBW9Smd1WgqE,623,26,US,Male,Facebook,Several times a week,Female,Tilted,Near,Side,2,2,2,2,2
R_2BzgBW9Smd1WgqE,623,26,US,Male,Facebook,Several times a week,Female,Level,Near,Side,3,3,3,3,3
R_2BzgBW9Smd1WgqE,623,26,US,Male,Facebook,Several times a week,Female,Level,Near,Direct,3,3,3,3,3
R_2BzgBW9Smd1WgqE,623,26,US,Male,Facebook,Several times a week,Female,Tilted,Far,Direct,3,3,3,3,3
R_2BzgBW9Smd1WgqE,623,26,US,Male,Facebook,Several times a week,Female,Tilted,Far,Side,3,3,3,3,3
R_2BzgBW9Smd1WgqE,623,26,US,Male,Facebook,Several times a week,Female,Level,Far,Direct,4,4,4,4,4
R_2BzgBW9Smd1WgqE,623,26,US,Male,Facebook,Several times a week,Female,Level,Far,Side,2,2,2,2,2
R_2BzgBW9Smd1WgqE,623,26,US,Male,Facebook,Several times a week,Male,Tilted,Near,Direct,3,3,3,3,3
R_2BzgBW9Smd1WgqE,623,26,US,Male,Facebook,Several times a week,Male,Tilted,Near,Side,3,3,3,3,3
R_2BzgBW9Smd1WgqE,623,26,US,Male,Facebook,Several times a week,Male,Level,Near,Direct,3,3,3,3,3
R_2BzgBW9Smd1WgqE,623,26,US,Male,Facebook,Several times a week,Male,Level,Far,Side,4,4,4,4,4
R_2BzgBW9Smd1WgqE,623,26,US,Male,Facebook,Several times a week,Male,Level,Near,Side,3,2,3,2,3
R_2BzgBW9Smd1WgqE,623,26,US,Male,Facebook,Several times a week,Male,Level,Far,Direct,4,4,4,4,4
R_2BzgBW9Smd1WgqE,623,26,US,Male,Facebook,Several times a week,Male,Tilted,Far,Side,2,2,2,2,2
R_2BzgBW9Smd1WgqE,623,26,US,Male,Facebook,Several times a week,Male,Tilted,Far,Direct,3,3,3,3,3
R_2CfzT1qBdTQaS2r,197,32,USA,Male,"Facebook,Instagram,Snapchat",Several times a week,Female,Tilted,Near,Direct,4,4,4,2,3
R_2CfzT1qBdTQaS2r,197,32,USA,Male,"Facebook,Instagram,Snapchat",Several times a week,Female,Tilted,Near,Side,4,4,4,1,4
R_2CfzT1qBdTQaS2r,197,32,USA,Male,"Facebook,Instagram,Snapchat",Several times a week,Female,Level,Near,Side,4,4,4,2,3
R_2CfzT1qBdTQaS2r,197,32,USA,Male,"Facebook,Instagram,Snapchat",Several times a week,Female,Level,Near,Direct,5,3,4,3,3
R_2CfzT1qBdTQaS2r,197,32,USA,Male,"Facebook,Instagram,Snapchat",Several times a week,Female,Tilted,Far,Direct,4,1,4,5,3
R_2CfzT1qBdTQaS2r,197,32,USA,Male,"Facebook,Instagram,Snapchat",Several times a week,Female,Tilted,Far,Side,4,3,4,3,4
R_2CfzT1qBdTQaS2r,197,32,USA,Male,"Facebook,Instagram,Snapchat",Several times a week,Female,Level,Far,Direct,4,1,4,3,3
R_2CfzT1qBdTQaS2r,197,32,USA,Male,"Facebook,Instagram,Snapchat",Several times a week,Female,Level,Far,Side,4,3,3,4,2
R_2CfzT1qBdTQaS2r,197,32,USA,Male,"Facebook,Instagram,Snapchat",Several times a week,Male,Tilted,Near,Direct,4,5,3,1,5
R_2CfzT1qBdTQaS2r,197,32,USA,Male,"Facebook,Instagram,Snapchat",Several times a week,Male,Tilted,Near,Side,4,5,4,2,3
R_2CfzT1qBdTQaS2r,197,32,USA,Male,"Facebook,Instagram,Snapchat",Several times a week,Male,Level,Near,Direct,4,4,3,4,3
R_2CfzT1qBdTQaS2r,197,32,USA,Male,"Facebook,Instagram,Snapchat",Several times a week,Male,Level,Far,Side,4,3,4,4,3
R_2CfzT1qBdTQaS2r,197,32,USA,Male,"Facebook,Instagram,Snapchat",Several times a week,Male,Level,Near,Side,4,3,3,4,3
R_2CfzT1qBdTQaS2r,197,32,USA,Male,"Facebook,Instagram,Snapchat",Several times a week,Male,Level,Far,Direct,4,3,3,3,3
R_2CfzT1qBdTQaS2r,197,32,USA,Male,"Facebook,Instagram,Snapchat",Several times a week,Male,Tilted,Far,Side,4,4,4,3,4
R_2CfzT1qBdTQaS2r,197,32,USA,Male,"Facebook,Instagram,Snapchat",Several times a week,Male,Tilted,Far,Direct,3,5,3,2,3
R_2CxDAU8SWkAXkcY,114,31,usa,Female,"Facebook,Twitter,Snapchat",At least once a day,Female,Tilted,Near,Direct,3,4,4,3,3
R_2CxDAU8SWkAXkcY,114,31,usa,Female,"Facebook,Twitter,Snapchat",At least once a day,Female,Tilted,Near,Side,2,2,2,2,2
R_2CxDAU8SWkAXkcY,114,31,usa,Female,"Facebook,Twitter,Snapchat",At least once a day,Female,Level,Near,Side,3,3,4,4,3
R_2CxDAU8SWkAXkcY,114,31,usa,Female,"Facebook,Twitter,Snapchat",At least once a day,Female,Level,Near,Direct,4,4,3,4,4
R_2CxDAU8SWkAXkcY,114,31,usa,Female,"Facebook,Twitter,Snapchat",At least once a day,Female,Tilted,Far,Direct,4,5,2,4,4
R_2CxDAU8SWkAXkcY,114,31,usa,Female,"Facebook,Twitter,Snapchat",At least once a day,Female,Tilted,Far,Side,2,2,3,4,3
R_2CxDAU8SWkAXkcY,114,31,usa,Female,"Facebook,Twitter,Snapchat",At least once a day,Female,Level,Far,Direct,4,4,5,4,4
R_2CxDAU8SWkAXkcY,114,31,usa,Female,"Facebook,Twitter,Snapchat",At least once a day,Female,Level,Far,Side,2,2,1,2,2
R_2CxDAU8SWkAXkcY,114,31,usa,Female,"Facebook,Twitter,Snapchat",At least once a day,Male,Tilted,Near,Direct,4,3,2,3,4
R_2CxDAU8SWkAXkcY,114,31,usa,Female,"Facebook,Twitter,Snapchat",At least once a day,Male,Tilted,Near,Side,3,3,4,4,4
R_2CxDAU8SWkAXkcY,114,31,usa,Female,"Facebook,Twitter,Snapchat",At least once a day,Male,Level,Near,Direct,4,3,3,4,4
R_2CxDAU8SWkAXkcY,114,31,usa,Female,"Facebook,Twitter,Snapchat",At least once a day,Male,Level,Far,Side,4,4,3,3,4
R_2CxDAU8SWkAXkcY,114,31,usa,Female,"Facebook,Twitter,Snapchat",At least once a day,Male,Level,Near,Side,4,4,3,4,4
R_2CxDAU8SWkAXkcY,114,31,usa,Female,"Facebook,Twitter,Snapchat",At least once a day,Male,Level,Far,Direct,4,3,4,4,3
R_2CxDAU8SWkAXkcY,114,31,usa,Female,"Facebook,Twitter,Snapchat",At least once a day,Male,Tilted,Far,Side,3,4,2,4,4
R_2CxDAU8SWkAXkcY,114,31,usa,Female,"Facebook,Twitter,Snapchat",At least once a day,Male,Tilted,Far,Direct,4,5,5,4,4
R_2ea56HhLGbKcsZa,450,28,USA,Female,"Facebook,Twitter,Instagram,Whatsapp",Several times a week,Female,Tilted,Near,Direct,1,1,1,4,5
R_2ea56HhLGbKcsZa,450,28,USA,Female,"Facebook,Twitter,Instagram,Whatsapp",Several times a week,Female,Tilted,Near,Side,1,1,1,1,5
R_2ea56HhLGbKcsZa,450,28,USA,Female,"Facebook,Twitter,Instagram,Whatsapp",Several times a week,Female,Level,Near,Side,1,1,1,4,5
R_2ea56HhLGbKcsZa,450,28,USA,Female,"Facebook,Twitter,Instagram,Whatsapp",Several times a week,Female,Level,Near,Direct,1,1,1,1,5
R_2ea56HhLGbKcsZa,450,28,USA,Female,"Facebook,Twitter,Instagram,Whatsapp",Several times a week,Female,Tilted,Far,Direct,4,1,1,1,1
R_2ea56HhLGbKcsZa,450,28,USA,Female,"Facebook,Twitter,Instagram,Whatsapp",Several times a week,Female,Tilted,Far,Side,1,1,1,1,5
R_2ea56HhLGbKcsZa,450,28,USA,Female,"Facebook,Twitter,Instagram,Whatsapp",Several times a week,Female,Level,Far,Direct,1,1,1,4,1
R_2ea56HhLGbKcsZa,450,28,USA,Female,"Facebook,Twitter,Instagram,Whatsapp",Several times a week,Female,Level,Far,Side,4,1,1,1,1
R_2ea56HhLGbKcsZa,450,28,USA,Female,"Facebook,Twitter,Instagram,Whatsapp",Several times a week,Male,Tilted,Near,Direct,1,5,1,1,1
R_2ea56HhLGbKcsZa,450,28,USA,Female,"Facebook,Twitter,Instagram,Whatsapp",Several times a week,Male,Tilted,Near,Side,1,4,1,1,1
R_2ea56HhLGbKcsZa,450,28,USA,Female,"Facebook,Twitter,Instagram,Whatsapp",Several times a week,Male,Level,Near,Direct,1,1,1,1,4
R_2ea56HhLGbKcsZa,450,28,USA,Female,"Facebook,Twitter,Instagram,Whatsapp",Several times a week,Male,Level,Far,Side,1,1,4,1,1
R_2ea56HhLGbKcsZa,450,28,USA,Female,"Facebook,Twitter,Instagram,Whatsapp",Several times a week,Male,Level,Near,Side,1,1,1,3,1
R_2ea56HhLGbKcsZa,450,28,USA,Female,"Facebook,Twitter,Instagram,Whatsapp",Several times a week,Male,Level,Far,Direct,3,1,3,1,1
R_2ea56HhLGbKcsZa,450,28,USA,Female,"Facebook,Twitter,Instagram,Whatsapp",Several times a week,Male,Tilted,Far,Side,1,4,1,1,1
R_2ea56HhLGbKcsZa,450,28,USA,Female,"Facebook,Twitter,Instagram,Whatsapp",Several times a week,Male,Tilted,Far,Direct,1,4,1,1,1
R_2eOL0vpqVUj3fHE,297,34,USA,Male,"Facebook,Twitter",Less than once a week,Female,Tilted,Near,Direct,3,2,2,2,3
R_2eOL0vpqVUj3fHE,297,34,USA,Male,"Facebook,Twitter",Less than once a week,Female,Tilted,Near,Side,4,3,3,1,4
R_2eOL0vpqVUj3fHE,297,34,USA,Male,"Facebook,Twitter",Less than once a week,Female,Level,Near,Side,3,3,3,2,2
R_2eOL0vpqVUj3fHE,297,34,USA,Male,"Facebook,Twitter",Less than once a week,Female,Level,Near,Direct,3,2,2,3,2
R_2eOL0vpqVUj3fHE,297,34,USA,Male,"Facebook,Twitter",Less than once a week,Female,Tilted,Far,Direct,2,3,3,3,2
R_2eOL0vpqVUj3fHE,297,34,USA,Male,"Facebook,Twitter",Less than once a week,Female,Tilted,Far,Side,2,2,2,2,2
R_2eOL0vpqVUj3fHE,297,34,USA,Male,"Facebook,Twitter",Less than once a week,Female,Level,Far,Direct,2,2,2,3,2
R_2eOL0vpqVUj3fHE,297,34,USA,Male,"Facebook,Twitter",Less than once a week,Female,Level,Far,Side,3,2,2,2,2
R_2eOL0vpqVUj3fHE,297,34,USA,Male,"Facebook,Twitter",Less than once a week,Male,Tilted,Near,Direct,2,4,3,2,2
R_2eOL0vpqVUj3fHE,297,34,USA,Male,"Facebook,Twitter",Less than once a week,Male,Tilted,Near,Side,2,4,3,3,3
R_2eOL0vpqVUj3fHE,297,34,USA,Male,"Facebook,Twitter",Less than once a week,Male,Level,Near,Direct,2,3,2,2,2
R_2eOL0vpqVUj3fHE,297,34,USA,Male,"Facebook,Twitter",Less than once a week,Male,Level,Far,Side,3,3,3,3,2
R_2eOL0vpqVUj3fHE,297,34,USA,Male,"Facebook,Twitter",Less than once a week,Male,Level,Near,Side,4,2,2,2,2
R_2eOL0vpqVUj3fHE,297,34,USA,Male,"Facebook,Twitter",Less than once a week,Male,Level,Far,Direct,3,3,3,3,3
R_2eOL0vpqVUj3fHE,297,34,USA,Male,"Facebook,Twitter",Less than once a week,Male,Tilted,Far,Side,2,3,3,3,2
R_2eOL0vpqVUj3fHE,297,34,USA,Male,"Facebook,Twitter",Less than once a week,Male,Tilted,Far,Direct,2,2,2,2,2
R_2OJX3xHddfZpSiY,384,18,Uk,Female,"Facebook,Twitter,Instagram,Snapchat,Whatsapp",Less than once a week,Female,Tilted,Near,Direct,4,2,1,5,4
R_2OJX3xHddfZpSiY,384,18,Uk,Female,"Facebook,Twitter,Instagram,Snapchat,Whatsapp",Less than once a week,Female,Tilted,Near,Side,2,2,1,4,4
R_2OJX3xHddfZpSiY,384,18,Uk,Female,"Facebook,Twitter,Instagram,Snapchat,Whatsapp",Less than once a week,Female,Level,Near,Side,2,2,1,2,2
R_2OJX3xHddfZpSiY,384,18,Uk,Female,"Facebook,Twitter,Instagram,Snapchat,Whatsapp",Less than once a week,Female,Level,Near,Direct,4,1,1,4,1
R_2OJX3xHddfZpSiY,384,18,Uk,Female,"Facebook,Twitter,Instagram,Snapchat,Whatsapp",Less than once a week,Female,Tilted,Far,Direct,4,2,1,5,3
R_2OJX3xHddfZpSiY,384,18,Uk,Female,"Facebook,Twitter,Instagram,Snapchat,Whatsapp",Less than once a week,Female,Tilted,Far,Side,3,1,1,5,4
R_2OJX3xHddfZpSiY,384,18,Uk,Female,"Facebook,Twitter,Instagram,Snapchat,Whatsapp",Less than once a week,Female,Level,Far,Direct,2,3,1,4,1
R_2OJX3xHddfZpSiY,384,18,Uk,Female,"Facebook,Twitter,Instagram,Snapchat,Whatsapp",Less than once a week,Female,Level,Far,Side,4,2,NA,5,2
R_2OJX3xHddfZpSiY,384,18,Uk,Female,"Facebook,Twitter,Instagram,Snapchat,Whatsapp",Less than once a week,Male,Tilted,Near,Direct,1,4,5,1,4
R_2OJX3xHddfZpSiY,384,18,Uk,Female,"Facebook,Twitter,Instagram,Snapchat,Whatsapp",Less than once a week,Male,Tilted,Near,Side,2,5,5,3,4
R_2OJX3xHddfZpSiY,384,18,Uk,Female,"Facebook,Twitter,Instagram,Snapchat,Whatsapp",Less than once a week,Male,Level,Near,Direct,2,4,3,4,2
R_2OJX3xHddfZpSiY,384,18,Uk,Female,"Facebook,Twitter,Instagram,Snapchat,Whatsapp",Less than once a week,Male,Level,Far,Side,4,2,3,5,1
R_2OJX3xHddfZpSiY,384,18,Uk,Female,"Facebook,Twitter,Instagram,Snapchat,Whatsapp",Less than once a week,Male,Level,Near,Side,4,1,1,4,4
R_2OJX3xHddfZpSiY,384,18,Uk,Female,"Facebook,Twitter,Instagram,Snapchat,Whatsapp",Less than once a week,Male,Level,Far,Direct,1,2,1,4,2
R_2OJX3xHddfZpSiY,384,18,Uk,Female,"Facebook,Twitter,Instagram,Snapchat,Whatsapp",Less than once a week,Male,Tilted,Far,Side,2,2,4,2,4
R_2OJX3xHddfZpSiY,384,18,Uk,Female,"Facebook,Twitter,Instagram,Snapchat,Whatsapp",Less than once a week,Male,Tilted,Far,Direct,1,3,5,3,5
R_2q4dytaeil6UAgd,473,34,USA,Male,"Facebook,Whatsapp",Less than once a week,Female,Tilted,Near,Direct,3,3,1,3,3
R_2q4dytaeil6UAgd,473,34,USA,Male,"Facebook,Whatsapp",Less than once a week,Female,Tilted,Near,Side,3,3,1,2,3
R_2q4dytaeil6UAgd,473,34,USA,Male,"Facebook,Whatsapp",Less than once a week,Female,Level,Near,Side,3,3,1,2,3
R_2q4dytaeil6UAgd,473,34,USA,Male,"Facebook,Whatsapp",Less than once a week,Female,Level,Near,Direct,3,2,1,3,3
R_2q4dytaeil6UAgd,473,34,USA,Male,"Facebook,Whatsapp",Less than once a week,Female,Tilted,Far,Direct,3,3,1,3,3
R_2q4dytaeil6UAgd,473,34,USA,Male,"Facebook,Whatsapp",Less than once a week,Female,Tilted,Far,Side,3,4,1,3,3
R_2q4dytaeil6UAgd,473,34,USA,Male,"Facebook,Whatsapp",Less than once a week,Female,Level,Far,Direct,3,3,1,2,3
R_2q4dytaeil6UAgd,473,34,USA,Male,"Facebook,Whatsapp",Less than once a week,Female,Level,Far,Side,3,3,1,3,3
R_2q4dytaeil6UAgd,473,34,USA,Male,"Facebook,Whatsapp",Less than once a week,Male,Tilted,Near,Direct,3,3,1,2,3
R_2q4dytaeil6UAgd,473,34,USA,Male,"Facebook,Whatsapp",Less than once a week,Male,Tilted,Near,Side,3,4,1,2,3
R_2q4dytaeil6UAgd,473,34,USA,Male,"Facebook,Whatsapp",Less than once a week,Male,Level,Near,Direct,3,3,1,2,3
R_2q4dytaeil6UAgd,473,34,USA,Male,"Facebook,Whatsapp",Less than once a week,Male,Level,Far,Side,3,4,1,3,3
R_2q4dytaeil6UAgd,473,34,USA,Male,"Facebook,Whatsapp",Less than once a week,Male,Level,Near,Side,3,3,1,3,3
R_2q4dytaeil6UAgd,473,34,USA,Male,"Facebook,Whatsapp",Less than once a week,Male,Level,Far,Direct,3,2,1,2,3
R_2q4dytaeil6UAgd,473,34,USA,Male,"Facebook,Whatsapp",Less than once a week,Male,Tilted,Far,Side,3,3,1,3,4
R_2q4dytaeil6UAgd,473,34,USA,Male,"Facebook,Whatsapp",Less than once a week,Male,Tilted,Far,Direct,3,3,1,3,3
R_2QyrSx0lFTXO2Rv,396,21,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Several times a week,Female,Tilted,Near,Direct,1,1,1,1,5
R_2QyrSx0lFTXO2Rv,396,21,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Several times a week,Female,Tilted,Near,Side,1,1,1,1,5
R_2QyrSx0lFTXO2Rv,396,21,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Several times a week,Female,Level,Near,Side,1,1,1,1,5
R_2QyrSx0lFTXO2Rv,396,21,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Several times a week,Female,Level,Near,Direct,1,5,1,1,5
R_2QyrSx0lFTXO2Rv,396,21,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Several times a week,Female,Tilted,Far,Direct,1,1,1,1,5
R_2QyrSx0lFTXO2Rv,396,21,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Several times a week,Female,Tilted,Far,Side,1,5,1,1,5
R_2QyrSx0lFTXO2Rv,396,21,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Several times a week,Female,Level,Far,Direct,5,1,5,1,1
R_2QyrSx0lFTXO2Rv,396,21,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Several times a week,Female,Level,Far,Side,5,1,1,1,1
R_2QyrSx0lFTXO2Rv,396,21,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Several times a week,Male,Tilted,Near,Direct,1,5,5,1,5
R_2QyrSx0lFTXO2Rv,396,21,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Several times a week,Male,Tilted,Near,Side,1,5,1,1,5
R_2QyrSx0lFTXO2Rv,396,21,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Several times a week,Male,Level,Near,Direct,1,5,1,1,5
R_2QyrSx0lFTXO2Rv,396,21,England,Female,"Facebook,Instagram,Snapchat,Whatsapp",Several times a week,Male,Level,Far,Side,1,1,5,1,1
