exp1_1 27 2 fp 3 388
exp1_1 1 2 fp 1 345
exp1_1 22 2 fp 4 318
exp1_1 31 2 fp 3 182
exp1_1 12 2 fp 2 319
exp1_1 18 2 fp 4 655
exp1_1 16 2 fp 2 179
exp1_1 5 2 fp 1 175
exp1_1 13 2 fp 1 140
exp1_1 28 2 fp 2 211
exp1_1 19 2 fp 3 295
exp1_1 2 2 fp 4 324
exp1_1 9 2 fp 1 185
exp1_1 23 2 fp 3 155
exp1_1 32 2 fp 2 205
exp1_1 6 2 fp 4 171
exp1_1 3 2 fp 3 360
exp1_1 14 2 fp 4 261
exp1_1 24 2 fp 2 238
exp1_1 29 2 fp 1 256
exp1_1 10 2 fp 4 0
exp1_1 25 2 fp 1 251
exp1_1 7 2 fp 3 290
exp1_1 20 2 fp 2 285
exp1_1 11 2 fp 3 852
exp1_1 17 2 fp 1 167
exp1_1 30 2 fp 4 127
exp1_1 4 2 fp 2 149
exp1_1 26 2 fp 4 338
exp1_1 8 2 fp 2 410
exp1_1 15 2 fp 3 582
exp1_1 21 2 fp 1 352
exp1_2 11 2 fp 3 190
exp1_2 17 2 fp 1 343
exp1_2 30 2 fp 4 311
exp1_2 4 2 fp 2 314
exp1_2 26 2 fp 4 439
exp1_2 8 2 fp 2 933
exp1_2 15 2 fp 3 223
exp1_2 21 2 fp 1 113
exp1_2 27 2 fp 3 283
exp1_2 1 2 fp 1 294
exp1_2 22 2 fp 4 257
exp1_2 31 2 fp 3 311
exp1_2 12 2 fp 2 236
exp1_2 18 2 fp 4 395
exp1_2 16 2 fp 2 423
exp1_2 5 2 fp 1 276
exp1_2 13 2 fp 1 396
exp1_2 28 2 fp 2 224
exp1_2 19 2 fp 3 260
exp1_2 2 2 fp 4 205
exp1_2 9 2 fp 1 275
exp1_2 23 2 fp 3 474
exp1_2 32 2 fp 2 229
exp1_2 6 2 fp 4 467
exp1_2 3 2 fp 3 257
exp1_2 14 2 fp 4 182
exp1_2 24 2 fp 2 295
exp1_2 29 2 fp 1 333
exp1_2 10 2 fp 4 257
exp1_2 25 2 fp 1 444
exp1_2 7 2 fp 3 185
exp1_2 20 2 fp 2 246
exp1_3 3 2 fp 3 311
exp1_3 14 2 fp 4 0
exp1_3 24 2 fp 2 137
exp1_3 29 2 fp 1 178
exp1_3 10 2 fp 4 0
exp1_3 25 2 fp 1 0
exp1_3 7 2 fp 3 172
exp1_3 20 2 fp 2 268
exp1_3 11 2 fp 3 242
exp1_3 17 2 fp 1 145
exp1_3 30 2 fp 4 157
exp1_3 4 2 fp 2 177
exp1_3 26 2 fp 4 192
exp1_3 8 2 fp 2 116
exp1_3 15 2 fp 3 166
exp1_3 21 2 fp 1 185
exp1_3 27 2 fp 3 373
exp1_3 1 2 fp 1 470
exp1_3 22 2 fp 4 277
exp1_3 31 2 fp 3 168
exp1_3 12 2 fp 2 311
exp1_3 18 2 fp 4 0
exp1_3 16 2 fp 2 0
exp1_3 5 2 fp 1 219
exp1_3 13 2 fp 1 167
exp1_3 28 2 fp 2 209
exp1_3 19 2 fp 3 260
exp1_3 2 2 fp 4 375
exp1_3 9 2 fp 1 167
exp1_3 23 2 fp 3 144
exp1_3 32 2 fp 2 182
exp1_3 6 2 fp 4 167
exp1_4 13 2 fp 1 239
exp1_4 28 2 fp 2 282
exp1_4 19 2 fp 3 359
exp1_4 2 2 fp 4 157
exp1_4 9 2 fp 1 175
exp1_4 23 2 fp 3 274
exp1_4 32 2 fp 2 164
exp1_4 6 2 fp 4 191
exp1_4 3 2 fp 3 172
exp1_4 14 2 fp 4 154
exp1_4 24 2 fp 2 244
exp1_4 29 2 fp 1 197
exp1_4 10 2 fp 4 249
exp1_4 25 2 fp 1 188
exp1_4 7 2 fp 3 214
exp1_4 20 2 fp 2 227
exp1_4 11 2 fp 3 190
exp1_4 17 2 fp 1 251
exp1_4 30 2 fp 4 234
exp1_4 4 2 fp 2 189
exp1_4 26 2 fp 4 227
exp1_4 8 2 fp 2 172
exp1_4 15 2 fp 3 219
exp1_4 21 2 fp 1 295
exp1_4 27 2 fp 3 190
exp1_4 1 2 fp 1 217
exp1_4 22 2 fp 4 0
exp1_4 31 2 fp 3 0
exp1_4 12 2 fp 2 172
exp1_4 18 2 fp 4 152
exp1_4 16 2 fp 2 147
exp1_4 5 2 fp 1 201
exp1_5 5 2 fp 1 379
exp1_5 16 2 fp 2 254
exp1_5 18 2 fp 4 170
exp1_5 12 2 fp 2 152
exp1_5 31 2 fp 3 87
exp1_5 22 2 fp 4 305
exp1_5 1 2 fp 1 201
exp1_5 27 2 fp 3 179
exp1_5 6 2 fp 4 0
exp1_5 32 2 fp 2 228
exp1_5 23 2 fp 3 189
exp1_5 9 2 fp 1 195
exp1_5 2 2 fp 4 224
exp1_5 19 2 fp 3 163
exp1_5 28 2 fp 2 202
exp1_5 13 2 fp 1 413
exp1_5 20 2 fp 2 467
exp1_5 7 2 fp 3 266
exp1_5 25 2 fp 1 194
exp1_5 10 2 fp 4 181
exp1_5 29 2 fp 1 217
exp1_5 24 2 fp 2 241
exp1_5 14 2 fp 4 186
exp1_5 3 2 fp 3 195
exp1_5 21 2 fp 1 206
exp1_5 15 2 fp 3 237
exp1_5 8 2 fp 2 233
exp1_5 26 2 fp 4 397
exp1_5 4 2 fp 2 243
exp1_5 30 2 fp 4 518
exp1_5 17 2 fp 1 286
exp1_5 11 2 fp 3 370
exp1_6 21 2 fp 1 188
exp1_6 15 2 fp 3 250
exp1_6 8 2 fp 2 240
exp1_6 26 2 fp 4 138
exp1_6 4 2 fp 2 412
exp1_6 30 2 fp 4 338
exp1_6 17 2 fp 1 466
exp1_6 11 2 fp 3 224
exp1_6 5 2 fp 1 161
exp1_6 16 2 fp 2 312
exp1_6 18 2 fp 4 145
exp1_6 12 2 fp 2 254
exp1_6 31 2 fp 3 252
exp1_6 22 2 fp 4 401
exp1_6 1 2 fp 1 273
exp1_6 27 2 fp 3 456
exp1_6 6 2 fp 4 238
exp1_6 32 2 fp 2 224
exp1_6 23 2 fp 3 185
exp1_6 9 2 fp 1 155
exp1_6 2 2 fp 4 349
exp1_6 19 2 fp 3 147
exp1_6 28 2 fp 2 171
exp1_6 13 2 fp 1 398
exp1_6 20 2 fp 2 199
exp1_6 7 2 fp 3 336
exp1_6 25 2 fp 1 156
exp1_6 10 2 fp 4 294
exp1_6 29 2 fp 1 187
exp1_6 24 2 fp 2 231
exp1_6 14 2 fp 4 0
exp1_6 3 2 fp 3 171
exp1_7 20 2 fp 2 281
exp1_7 7 2 fp 3 216
exp1_7 25 2 fp 1 110
exp1_7 10 2 fp 4 543
exp1_7 29 2 fp 1 212
exp1_7 24 2 fp 2 592
exp1_7 14 2 fp 4 368
exp1_7 3 2 fp 3 262
exp1_7 21 2 fp 1 0
exp1_7 15 2 fp 3 245
exp1_7 8 2 fp 2 263
exp1_7 26 2 fp 4 170
exp1_7 4 2 fp 2 506
exp1_7 30 2 fp 4 361
exp1_7 17 2 fp 1 290
exp1_7 11 2 fp 3 218
exp1_7 5 2 fp 1 253
exp1_7 16 2 fp 2 139
exp1_7 18 2 fp 4 440
exp1_7 12 2 fp 2 197
exp1_7 31 2 fp 3 298
exp1_7 22 2 fp 4 230
exp1_7 1 2 fp 1 217
exp1_7 27 2 fp 3 280
exp1_7 6 2 fp 4 469
exp1_7 32 2 fp 2 404
exp1_7 23 2 fp 3 166
exp1_7 9 2 fp 1 218
exp1_7 2 2 fp 4 417
exp1_7 19 2 fp 3 543
exp1_7 28 2 fp 2 175
exp1_7 13 2 fp 1 149
exp1_8 6 2 fp 4 365
exp1_8 32 2 fp 2 433
exp1_8 23 2 fp 3 355
exp1_8 9 2 fp 1 328
exp1_8 2 2 fp 4 0
exp1_8 19 2 fp 3 214
exp1_8 28 2 fp 2 276
exp1_8 13 2 fp 1 282
exp1_8 20 2 fp 2 306
exp1_8 7 2 fp 3 0
exp1_8 25 2 fp 1 283
exp1_8 10 2 fp 4 295
exp1_8 29 2 fp 1 286
exp1_8 24 2 fp 2 0
